product,quality,bytes,ship_px,psnr
crop tight q20,20,1101,74.999808,31.80739964931135
crop tight q40,40,1376,74.999808,35.4843725601466
crop tight q60,60,1593,74.999808,37.4943611717734
crop tight q80,80,2019,74.999808,40.229219798905056
crop tight q95,95,3413,74.999808,45.182899521148116
crop tight jp2,-1,5474,74.999808,44.638131851309524
crop context q20,20,1420,74.999808,32.34311195737147
crop context q40,40,1890,74.999808,36.06871854556446
crop context q60,60,2267,74.999808,37.992292608573315
crop context q80,80,3010,74.999808,40.574136746303395
crop context q95,95,5526,74.999808,44.819202887704705
crop context jp2,-1,10397,74.999808,45.446876874671595
crop wake q20,20,2071,74.999808,32.88562853401153
crop wake q40,40,2971,74.999808,36.8170626472508
crop wake q60,60,3737,74.999808,38.83326228580241
crop wake q80,80,5290,74.999808,42.30483052945712
crop wake q95,95,9728,74.999808,47.482746695053066
crop wake jp2,-1,22652,74.999808,47.34392807763835
crop tight q20,20,2233,171.999744,33.185974604267514
crop tight q40,40,3312,171.999744,36.94593175112515
crop tight q60,60,4247,171.999744,38.904180046456396
crop tight q80,80,6059,171.999744,41.88264440658021
crop tight q95,95,11699,171.999744,47.08202912235109
crop tight jp2,-1,28008,171.999744,47.854341997100384
crop context q20,20,3182,171.999744,33.51557239569303
crop context q40,40,4897,171.999744,37.43257566272175
crop context q60,60,6419,171.999744,39.3962752690681
crop context q80,80,9297,171.999744,42.424503882779725
crop context q95,95,18654,171.999744,47.97844500380732
crop context jp2,-1,47369,171.999744,48.45485341904252
crop wake q20,20,5435,171.999744,33.81809351244052
crop wake q40,40,8934,171.999744,37.882298818793586
crop wake q60,60,11877,171.999744,39.85075296050895
crop wake q80,80,17731,171.999744,42.8553823474231
crop wake q95,95,35446,171.999744,48.13906286855028
crop wake jp2,-1,98464,171.999744,48.785440382979644
thumbnail 96px,60,1915,,
whole tile q40,40,52217,,35.505230198312056
whole tile q60,60,67796,,37.569059224228994
crop tight q20,20,1169,71.00006400000001,31.193019566220215
crop tight q40,40,1458,71.00006400000001,34.14891090094327
crop tight q60,60,1691,71.00006400000001,35.99425468840701
crop tight q80,80,2130,71.00006400000001,38.70389100946986
crop tight q95,95,3620,71.00006400000001,43.34972178234337
crop tight jp2,-1,4988,71.00006400000001,44.02476263226649
crop context q20,20,1578,71.00006400000001,31.581083538618927
crop context q40,40,2085,71.00006400000001,34.368292419750816
crop context q60,60,2506,71.00006400000001,36.194435914947675
crop context q80,80,3335,71.00006400000001,38.825074687185584
crop context q95,95,6067,71.00006400000001,43.39339822378156
crop context jp2,-1,9586,71.00006400000001,44.59673426853265
crop wake q20,20,2670,71.00006400000001,32.20790886098972
crop wake q40,40,3788,71.00006400000001,34.95862902538342
crop wake q60,60,4725,71.00006400000001,36.73703461363283
crop wake q80,80,6602,71.00006400000001,39.34702074586362
crop wake q95,95,12855,71.00006400000001,43.66420483645123
crop wake jp2,-1,23202,71.00006400000001,45.431957329953924
thumbnail 96px,60,844,,
whole tile q40,40,34675,,37.68619745110171
whole tile q60,60,44384,,40.1327393644607
crop tight q20,20,653,12.999936000000002,29.559428007586845
crop tight q40,40,667,12.999936000000002,32.88918359920446
crop tight q60,60,674,12.999936000000002,34.56098959874779
crop tight q80,80,697,12.999936000000002,36.82801297662958
crop tight q95,95,757,12.999936000000002,42.610664220693515
crop context q20,20,683,12.999936000000002,30.204844106493045
crop context q40,40,706,12.999936000000002,34.468909723468215
crop context q60,60,721,12.999936000000002,35.60915322566953
crop context q80,80,763,12.999936000000002,37.96290672883392
crop context q95,95,890,12.999936000000002,42.912887050005835
crop wake q20,20,695,12.999936000000002,31.483600683813172
crop wake q40,40,735,12.999936000000002,34.36085440891125
crop wake q60,60,770,12.999936000000002,37.34370598824095
crop wake q80,80,825,12.999936000000002,39.20435110637224
crop wake q95,95,1037,12.999936000000002,43.80534883492456
crop wake jp2,-1,783,12.999936000000002,37.90010168841809
thumbnail 96px,60,845,,
whole tile q40,40,22835,,39.436467719108634
whole tile q60,60,32498,,41.69735750564062
crop tight q20,20,691,21.000192,29.779854494895
crop tight q40,40,722,21.000192,32.41572120704988
crop tight q60,60,745,21.000192,34.07373618553241
crop tight q80,80,802,21.000192,36.81230108761207
crop tight q95,95,965,21.000192,42.08854309844015
crop context q20,20,727,21.000192,30.240143757101386
crop context q40,40,775,21.000192,33.410291288090384
crop context q60,60,820,21.000192,35.19493943518329
crop context q80,80,901,21.000192,38.05584606498354
crop context q95,95,1181,21.000192,42.50713280235337
crop context jp2,-1,851,21.000192,37.8820805673096
crop wake q20,20,766,21.000192,32.67774443270695
crop wake q40,40,838,21.000192,35.49420810179874
crop wake q60,60,912,21.000192,37.27667042043334
crop wake q80,80,1083,21.000192,40.29284261172346
crop wake q95,95,1580,21.000192,44.8321971680248
crop wake jp2,-1,2064,21.000192,45.04035618844259
thumbnail 96px,60,1009,,
whole tile q40,40,27559,,38.83625135406874
whole tile q60,60,36267,,41.08546946375874
crop tight q20,20,3961,238.00012800000002,33.549030597887
crop tight q40,40,5924,238.00012800000002,36.78791182497935
crop tight q60,60,7708,238.00012800000002,38.93489582441033
crop tight q80,80,11086,238.00012800000002,41.94525359790987
crop tight q95,95,21492,238.00012800000002,47.260816491793705
crop tight jp2,-1,51952,238.00012800000002,47.56168748350798
crop context q20,20,4916,238.00012800000002,34.41587322120863
crop context q40,40,7992,238.00012800000002,37.57209831971777
crop context q60,60,10130,238.00012800000002,39.91750994063098
crop context q80,80,16973,238.00012800000002,46.030016845002265
crop context q95,95,28828,238.00012800000002,59.315427070837565
crop context jp2,-1,87773,238.00012800000002,49.2022161595429
crop wake q20,20,7652,238.00012800000002,35.06849394877106
crop wake q40,40,13285,238.00012800000002,38.29917521387101
crop wake q60,60,18672,238.00012800000002,40.5249559986903
crop wake q80,80,28561,238.00012800000002,43.703258232123055
crop wake q95,95,59085,238.00012800000002,48.968129003528276
crop wake jp2,-1,185380,238.00012800000002,50.23029881587593
thumbnail 96px,60,1507,,
whole tile q40,40,72231,,34.40347852312554
whole tile q60,60,88696,,36.35438686858922
crop tight q20,20,3543,156.999936,30.94971237490173
crop tight q40,40,4898,156.999936,33.99404522005925
crop tight q60,60,5995,156.999936,35.75226947147482
crop tight q80,80,8214,156.999936,38.468603672064326
crop tight q95,95,16042,156.999936,43.57259884504394
crop tight jp2,-1,24238,156.999936,41.24514997543485
crop context q20,20,6188,156.999936,31.066779741538483
crop context q40,40,8763,156.999936,34.3183721978986
crop context q60,60,10847,156.999936,36.07673424562087
crop context q80,80,15200,156.999936,39.32566282578061
crop context q95,95,28815,156.999936,44.86452598475065
crop context jp2,-1,47581,156.999936,41.68186056894152
crop wake q20,20,13712,156.999936,31.12842975087088
crop wake q40,40,19570,156.999936,34.2405488225791
crop wake q60,60,24490,156.999936,35.87585647004606
crop wake q80,80,34448,156.999936,38.62502802395025
crop wake q95,95,68973,156.999936,44.00392230370964
crop wake jp2,-1,115219,156.999936,41.789005686475484
thumbnail 96px,60,1222,,
whole tile q40,40,53273,,36.95177657030704
whole tile q60,60,65006,,38.872409300787886
crop tight q20,20,1880,119.00006400000001,32.195453020727484
crop tight q40,40,2496,119.00006400000001,35.72263656631247
crop tight q60,60,2993,119.00006400000001,37.57135145458374
crop tight q80,80,3983,119.00006400000001,40.36260410636456
crop tight q95,95,7417,119.00006400000001,44.963437308642405
crop tight jp2,-1,13508,119.00006400000001,44.26161437378134
crop context q20,20,2959,119.00006400000001,32.40556832107511
crop context q40,40,4118,119.00006400000001,36.19803091343064
crop context q60,60,5066,119.00006400000001,37.8176067409288
crop context q80,80,6980,119.00006400000001,40.68268162918212
crop context q95,95,13664,119.00006400000001,45.17879903267687
crop context jp2,-1,27065,119.00006400000001,44.786563144021
crop wake q20,20,6142,119.00006400000001,32.59168976854639
crop wake q40,40,8960,119.00006400000001,36.498509924729305
crop wake q60,60,11247,119.00006400000001,38.1558121537393
crop wake q80,80,15757,119.00006400000001,41.033519846211306
crop wake q95,95,31785,119.00006400000001,45.57077261057345
crop wake jp2,-1,66037,119.00006400000001,45.16854848982493
thumbnail 96px,60,1159,,
whole tile q40,40,29132,,38.325948098280314
whole tile q60,60,38451,,40.50910947626403
crop tight q20,20,650,10.000128,29.89665398906315
crop tight q40,40,664,10.000128,33.64592645029708
crop tight q60,60,672,10.000128,34.66786666065378
crop tight q80,80,690,10.000128,37.2387127824727
crop tight q95,95,751,10.000128,42.68386091118493
crop context q20,20,651,10.000128,29.44070292772446
crop context q40,40,664,10.000128,33.09310950592782
crop context q60,60,676,10.000128,34.83995148123222
crop context q80,80,696,10.000128,37.19029798264987
crop context q95,95,755,10.000128,41.88835892685783
crop wake q20,20,681,10.000128,30.5301189438652
crop wake q40,40,712,10.000128,34.42037138330849
crop wake q60,60,746,10.000128,36.644283513845586
crop wake q80,80,791,10.000128,39.90006260240184
crop wake q95,95,935,10.000128,45.00508123154914
thumbnail 96px,60,934,,
whole tile q40,40,40419,,37.7844139050775
whole tile q60,60,50725,,40.465992822847674
crop tight q20,20,992,72.0,33.04962829680429
crop tight q40,40,1205,72.0,36.60797505803194
crop tight q60,60,1394,72.0,38.737914985292974
crop tight q80,80,1741,72.0,42.06481560904603
crop tight q95,95,2809,72.0,47.07139695731974
crop tight jp2,-1,4572,72.0,45.10151541207819
crop context q20,20,1178,72.0,33.45326980894742
crop context q40,40,1527,72.0,37.267142225499
crop context q60,60,1748,72.0,39.617593420018174
crop context q80,80,2425,72.0,45.76076297561645
crop context q95,95,3726,72.0,60.481269529090895
crop context jp2,-1,7589,72.0,45.76355757573531
crop wake q20,20,1508,72.0,33.790104777136484
crop wake q40,40,2077,72.0,37.39994030138249
crop wake q60,60,2437,72.0,39.87892254295776
crop wake q80,80,3565,72.0,46.10428741264299
crop wake q95,95,5716,72.0,61.74998416274887
crop wake jp2,-1,13607,72.0,46.53604493466876
thumbnail 96px,60,1172,,
whole tile q40,40,23287,,37.084441693633984
whole tile q60,60,32819,,38.50282694483804
crop tight q20,20,696,23.000064,27.77916784305607
crop tight q40,40,732,23.000064,29.65289222638678
crop tight q60,60,769,23.000064,31.5925879211399
crop tight q80,80,842,23.000064,34.2043517759991
crop tight q95,95,1073,23.000064,42.493716981491936
crop context q20,20,731,23.000064,28.413781278293982
crop context q40,40,785,23.000064,30.68712966858702
crop context q60,60,841,23.000064,32.00193154406157
crop context q80,80,961,23.000064,35.05995689928887
crop context q95,95,1342,23.000064,42.50680323288188
crop context jp2,-1,1003,23.000064,35.35300290712279
crop wake q20,20,787,23.000064,31.042361673755643
crop wake q40,40,878,23.000064,32.628532211737024
crop wake q60,60,978,23.000064,34.18548170452678
crop wake q80,80,1188,23.000064,37.00821089287673
crop wake q95,95,1916,23.000064,43.55178025703672
crop wake jp2,-1,2487,23.000064,43.021074191502784
crop tight q20,20,812,44.000256,28.951948535858545
crop tight q40,40,917,44.000256,31.38554584802328
crop tight q60,60,1015,44.000256,32.89310909164767
crop tight q80,80,1226,44.000256,35.458890659121074
crop tight q95,95,1928,44.000256,42.618130061510186
crop tight jp2,-1,1945,44.000256,39.25154320921911
crop context q20,20,850,44.000256,31.40516549996314
crop context q40,40,992,44.000256,33.563879121606575
crop context q60,60,1129,44.000256,34.71391918119594
crop context q80,80,1461,44.000256,37.41082533247461
crop context q95,95,2470,44.000256,43.70452481290683
crop context jp2,-1,3772,44.000256,43.718642462185926
crop wake q20,20,1015,44.000256,32.9839684066606
crop wake q40,40,1283,44.000256,35.19235489021027
crop wake q60,60,1565,44.000256,36.61534526665551
crop wake q80,80,2207,44.000256,39.23442611512273
crop wake q95,95,4357,44.000256,45.09864627466358
crop wake jp2,-1,9228,44.000256,46.42471382058445
crop tight q20,20,666,15.999744,29.671244763451607
crop tight q40,40,687,15.999744,31.157388292985182
crop tight q60,60,703,15.999744,33.03469148641169
crop tight q80,80,739,15.999744,36.02709184997127
crop tight q95,95,854,15.999744,44.10927973553788
crop context q20,20,668,15.999744,30.465226218945265
crop context q40,40,691,15.999744,32.44006699400555
crop context q60,60,717,15.999744,34.064266624595334
crop context q80,80,769,15.999744,37.64140819959107
crop context q95,95,947,15.999744,43.20499044434867
crop wake q20,20,690,15.999744,32.85332088305144
crop wake q40,40,726,15.999744,34.800294303545705
crop wake q60,60,762,15.999744,36.412601937352505
crop wake q80,80,856,15.999744,39.12316544746831
crop wake q95,95,1144,15.999744,44.628820815720395
crop wake jp2,-1,1182,15.999744,42.83050414934648
crop tight q20,20,693,24.0,28.128183165537706
crop tight q40,40,736,24.0,30.57550555956762
crop tight q60,60,768,24.0,31.828660006833843
crop tight q80,80,858,24.0,34.56546536371561
crop tight q95,95,1101,24.0,42.044672734711746
crop context q20,20,737,24.0,29.20673475957929
crop context q40,40,796,24.0,31.170766828357316
crop context q60,60,855,24.0,32.445803538000504
crop context q80,80,984,24.0,35.299308331732504
crop context q95,95,1379,24.0,42.70224108003874
crop context jp2,-1,1151,24.0,36.29627992420554
crop wake q20,20,813,24.0,30.144316276138653
crop wake q40,40,933,24.0,32.263493160240586
crop wake q60,60,1042,24.0,33.44614040332958
crop wake q80,80,1308,24.0,36.373055643261424
crop wake q95,95,2150,24.0,43.15498071094167
crop wake jp2,-1,2715,24.0,41.692622718015635
thumbnail 96px,60,1145,,
whole tile q40,40,17325,,40.594062528097325
whole tile q60,60,24832,,42.11458632955833
crop tight q20,20,1117,139.00032000000002,37.95526444292976
crop tight q40,40,1431,139.00032000000002,40.15275617367412
crop tight q60,60,1901,139.00032000000002,41.73618510040386
crop tight q80,80,2781,139.00032000000002,45.58439771832254
crop tight q95,95,5342,139.00032000000002,51.04170606465745
crop tight jp2,-1,19175,139.00032000000002,54.82222878853896
crop context q20,20,1542,139.00032000000002,38.01647803539767
crop context q40,40,2058,139.00032000000002,40.255891033233205
crop context q60,60,2917,139.00032000000002,41.73337069438516
crop context q80,80,4571,139.00032000000002,45.26209107258539
crop context q95,95,9939,139.00032000000002,49.780533153783395
crop context jp2,-1,36977,139.00032000000002,55.785699811797464
crop wake q20,20,2790,139.00032000000002,38.05489154777175
crop wake q40,40,3952,139.00032000000002,40.325746349468815
crop wake q60,60,6050,139.00032000000002,41.73728581219743
crop wake q80,80,10187,139.00032000000002,45.49944572518967
crop wake q95,95,22694,139.00032000000002,49.6163098509533
crop wake jp2,-1,90794,139.00032000000002,56.464699626884226
thumbnail 96px,60,2821,,
whole tile q40,40,71239,,30.750869711081616
whole tile q60,60,89688,,32.59373739391202
crop tight q20,20,765,35.000064,29.187804344223505
crop tight q40,40,821,35.000064,31.360192932923358
crop tight q60,60,873,35.000064,33.14531465188673
crop tight q80,80,999,35.000064,35.75353381062372
crop tight q95,95,1382,35.000064,42.81468398148135
crop tight jp2,-1,1203,35.000064,36.92581841250274
crop context q20,20,850,35.000064,29.990244156717996
crop context q40,40,948,35.000064,32.29907376848209
crop context q60,60,1035,35.000064,33.8992855402782
crop context q80,80,1247,35.000064,36.720400695699055
crop context q95,95,1924,35.000064,43.20778584983934
crop context jp2,-1,2361,35.000064,41.49298122742464
crop wake q20,20,1119,35.000064,30.10045294479697
crop wake q40,40,1337,35.000064,32.53197751828541
crop wake q60,60,1540,35.000064,34.279433100353266
crop wake q80,80,2018,35.000064,37.05103737013107
crop wake q95,95,3589,35.000064,43.69095837625664
crop wake jp2,-1,5796,35.000064,43.83043823190913
thumbnail 96px,60,822,,
whole tile q40,40,24300,,36.361667485076076
whole tile q60,60,38705,,37.71496632223666
crop tight q20,20,657,11.000064,24.444577812522304
crop tight q40,40,671,11.000064,26.711880369953057
crop tight q60,60,685,11.000064,27.541958516335132
crop tight q80,80,720,11.000064,31.194918256255054
crop tight q95,95,799,11.000064,40.01871650788318
crop context q20,20,674,11.000064,25.509809964650923
crop context q40,40,695,11.000064,27.800787786380088
crop context q60,60,717,11.000064,29.28234905632891
crop context q80,80,764,11.000064,32.50347037118061
crop context q95,95,886,11.000064,41.78739959314501
crop wake q20,20,682,11.000064,28.84446368302877
crop wake q40,40,722,11.000064,31.197565263315255
crop wake q60,60,756,11.000064,32.52947935403236
crop wake q80,80,834,11.000064,35.31334104289137
crop wake q95,95,1079,11.000064,42.139848557730346
thumbnail 96px,60,996,,
whole tile q40,40,16504,,40.439337368647166
whole tile q60,60,22730,,42.448949746523354
crop tight q20,20,682,33.000192,37.96903871448334
crop tight q40,40,701,33.000192,40.15951000921489
crop tight q60,60,728,33.000192,41.50457661456515
crop tight q80,80,784,33.000192,45.35478554794993
crop tight q95,95,966,33.000192,49.57567374263701
crop tight jp2,-1,1074,33.000192,48.19239230315275
crop context q20,20,715,33.000192,38.1787693495754
crop context q40,40,747,33.000192,40.08961450535342
crop context q60,60,792,33.000192,41.571046257795324
crop context q80,80,897,33.000192,45.42886367261794
crop context q95,95,1236,33.000192,49.42323345439882
crop context jp2,-1,2027,33.000192,50.65822587635979
crop wake q20,20,804,33.000192,38.216381562608774
crop wake q40,40,884,33.000192,40.43045773810964
crop wake q60,60,998,33.000192,42.295262313293016
crop wake q80,80,1246,33.000192,46.48478669678342
crop wake q95,95,1971,33.000192,51.46739111655801
crop wake jp2,-1,5028,33.000192,52.24123013628162
thumbnail 96px,60,863,,
whole tile q40,40,12172,,38.72239815250679
whole tile q60,60,16313,,40.33315447054203
crop tight q20,20,638,5.9996160000000005,22.69692342585696
crop tight q40,40,643,5.9996160000000005,25.013937752041727
crop tight q60,60,650,5.9996160000000005,26.671493280621025
crop tight q80,80,657,5.9996160000000005,32.50126952214988
crop tight q95,95,681,5.9996160000000005,40.56118399199818
crop context q20,20,641,5.9996160000000005,25.305421610940208
crop context q40,40,651,5.9996160000000005,25.967971255494383
crop context q60,60,662,5.9996160000000005,27.797906655314534
crop context q80,80,678,5.9996160000000005,31.356423967782696
crop context q95,95,722,5.9996160000000005,40.43593614677477
crop wake q20,20,644,5.9996160000000005,27.086853782080187
crop wake q40,40,655,5.9996160000000005,28.058339708213445
crop wake q60,60,670,5.9996160000000005,29.831846531675694
crop wake q80,80,694,5.9996160000000005,32.65227530002032
crop wake q95,95,775,5.9996160000000005,41.17988021810184
crop tight q20,20,943,72.0,30.57377429316616
crop tight q40,40,1101,72.0,32.94565115711642
crop tight q60,60,1264,72.0,34.62244064638933
crop tight q80,80,1713,72.0,37.3433715366466
crop tight q95,95,3070,72.0,43.69863741151737
crop tight jp2,-1,4933,72.0,44.48968934163082
crop context q20,20,1045,72.0,31.957791804531315
crop context q40,40,1229,72.0,34.4197742727905
crop context q60,60,1460,72.0,36.12452366432656
crop context q80,80,2103,72.0,38.64467530515374
crop context q95,95,4102,72.0,44.541289826367574
crop context jp2,-1,8367,72.0,46.33391946701007
crop wake q20,20,1274,72.0,33.61378302404824
crop wake q40,40,1489,72.0,36.268623287829826
crop wake q60,60,1840,72.0,37.92126258817514
crop wake q80,80,3013,72.0,40.24421235753201
crop wake q95,95,6614,72.0,45.568598655495194
crop wake jp2,-1,17408,72.0,48.706912856632115
crop tight q20,20,643,9.000192,23.470485220055348
crop tight q40,40,651,9.000192,25.375002906794485
crop tight q60,60,656,9.000192,28.012985303198036
crop tight q80,80,670,9.000192,31.145158745016932
crop tight q95,95,721,9.000192,40.08486653787496
crop context q20,20,651,9.000192,24.56030774646265
crop context q40,40,669,9.000192,26.884353242709558
crop context q60,60,685,9.000192,28.896107730435393
crop context q80,80,708,9.000192,32.071782520039264
crop context q95,95,800,9.000192,40.43130637043035
crop wake q20,20,656,9.000192,29.135567808205032
crop wake q40,40,667,9.000192,31.099252145414987
crop wake q60,60,681,9.000192,32.452668367154864
crop wake q80,80,717,9.000192,36.47238648157684
crop wake q95,95,830,9.000192,43.36557725990113
crop tight q20,20,644,9.000192,23.645750141584955
crop tight q40,40,656,9.000192,26.110281769743704
crop tight q60,60,669,9.000192,28.33501624775129
crop tight q80,80,693,9.000192,31.00458702074407
crop tight q95,95,758,9.000192,40.14890263242979
crop context q20,20,644,9.000192,26.427787073591237
crop context q40,40,656,9.000192,27.847263207466103
crop context q60,60,667,9.000192,28.85935305065672
crop context q80,80,692,9.000192,32.816231764011654
crop context q95,95,773,9.000192,41.340605737513876
crop wake q20,20,652,9.000192,29.29078926012313
crop wake q40,40,661,9.000192,31.414472978450906
crop wake q60,60,677,9.000192,33.51797697484312
crop wake q80,80,711,9.000192,36.565245331016044
crop wake q95,95,813,9.000192,44.916023526723336
crop tight q20,20,1153,104.00025600000001,31.813680878724707
crop tight q40,40,1348,104.00025600000001,34.24353930714013
crop tight q60,60,1625,104.00025600000001,36.002992091805744
crop tight q80,80,2409,104.00025600000001,38.69992676539266
crop tight q95,95,4843,104.00025600000001,44.69337189583072
crop tight jp2,-1,10694,104.00025600000001,46.4667290219625
crop context q20,20,1389,104.00025600000001,33.450836771406664
crop context q40,40,1619,104.00025600000001,36.0892025681441
crop context q60,60,2049,104.00025600000001,37.902856512351065
crop context q80,80,3359,104.00025600000001,40.20357103524031
crop context q95,95,7767,104.00025600000001,45.560845243269966
crop context jp2,-1,20706,104.00025600000001,48.758565820830356
crop wake q20,20,2100,104.00025600000001,34.91465393718983
crop wake q40,40,2377,104.00025600000001,37.71865355685478
crop wake q60,60,3137,104.00025600000001,39.45895363988806
crop wake q80,80,5999,104.00025600000001,41.328500503936866
crop wake q95,95,16250,104.00025600000001,46.163995746600605
crop wake jp2,-1,50307,104.00025600000001,49.66078747281047
thumbnail 96px,60,1343,,
whole tile q40,40,64110,,35.59675979746599
whole tile q60,60,78919,,37.810192229083924
crop tight q20,20,1508,94.000128,31.860321914542457
crop tight q40,40,1918,94.000128,35.1418167343577
crop tight q60,60,2254,94.000128,37.06065576446771
crop tight q80,80,2995,94.000128,40.298756571216714
crop tight q95,95,5150,94.000128,45.68709619356528
crop tight jp2,-1,8186,94.000128,42.96598878518874
crop context q20,20,2103,94.000128,31.812061478837336
crop context q40,40,2771,94.000128,35.289246405450854
crop context q60,60,3333,94.000128,37.306697790908856
crop context q80,80,4477,94.000128,40.21850027735735
crop context q95,95,8188,94.000128,45.8698074939415
crop context jp2,-1,13675,94.000128,43.25231395339246
crop wake q20,20,3726,94.000128,31.806406632917717
crop wake q40,40,5151,94.000128,35.362614695049174
crop wake q60,60,6283,94.000128,37.3359097405144
crop wake q80,80,8783,94.000128,40.45504759133092
crop wake q95,95,16220,94.000128,46.06250590060378
crop wake jp2,-1,28789,94.000128,43.279555076067744
crop tight q20,20,1455,90.000384,32.28394324451624
crop tight q40,40,1825,90.000384,35.32807304322892
crop tight q60,60,2130,90.000384,37.36548098172305
crop tight q80,80,2741,90.000384,39.79255409840016
crop tight q95,95,4951,90.000384,44.53560379600216
crop tight jp2,-1,8032,90.000384,43.274921487811085
crop context q20,20,2224,90.000384,32.14643823118888
crop context q40,40,2970,90.000384,35.43317727257978
crop context q60,60,3587,90.000384,37.34685586448122
crop context q80,80,4784,90.000384,39.77713789392819
crop context q95,95,9173,90.000384,44.647637004789416
crop context jp2,-1,15559,90.000384,43.37920993218958
crop wake q20,20,4568,90.000384,32.14200426444464
crop wake q40,40,6411,90.000384,35.365107179094124
crop wake q60,60,7896,90.000384,37.269453023185164
crop wake q80,80,10919,90.000384,39.813378492148345
crop wake q95,95,21470,90.000384,44.960831587198065
crop wake jp2,-1,37960,90.000384,43.54367498533803
crop tight q20,20,1687,98.999808,31.9130036548218
crop tight q40,40,2150,98.999808,35.27348892727456
crop tight q60,60,2552,98.999808,37.218878211382005
crop tight q80,80,3373,98.999808,39.64753078112793
crop tight q95,95,6122,98.999808,44.63857200347582
crop tight jp2,-1,9675,98.999808,43.30010298163738
crop context q20,20,2501,98.999808,31.8153357114686
crop context q40,40,3366,98.999808,35.50121576103213
crop context q60,60,4021,98.999808,37.70765082661383
crop context q80,80,5763,98.999808,43.15467154456886
crop context q95,95,9642,98.999808,50.24900000725896
crop context jp2,-1,18848,98.999808,43.46859035259514
crop wake q20,20,5122,98.999808,31.889326085288587
crop wake q40,40,7214,98.999808,35.51275521479015
crop wake q60,60,8950,98.999808,37.41638683802277
crop wake q80,80,12383,98.999808,39.91221503703197
crop wake q95,95,24911,98.999808,44.726156682343
crop wake jp2,-1,45745,98.999808,43.73560349507671
thumbnail 96px,60,1075,,
whole tile q40,40,30466,,38.40518375115721
whole tile q60,60,41584,,40.592862055977854
crop tight q20,20,3445,204.0,32.551078521178674
crop tight q40,40,4985,204.0,35.99886911613724
crop tight q60,60,6452,204.0,37.83805838613656
crop tight q80,80,9362,204.0,40.40184674344345
crop tight q95,95,19317,204.0,45.08624444835026
crop tight jp2,-1,41104,204.0,46.400218357358476
crop context q20,20,5099,204.0,33.338807842779865
crop context q40,40,7641,204.0,37.056118932285045
crop context q60,60,10150,204.0,38.96698610362365
crop context q80,80,15129,204.0,41.388614899524114
crop context q95,95,31718,204.0,45.723106296334336
crop context jp2,-1,79862,204.0,48.58158485237321
crop wake q20,20,10123,204.0,33.87168923199868
crop wake q40,40,15883,204.0,37.81500404033826
crop wake q60,60,21665,204.0,39.85120994203126
crop wake q80,80,33240,204.0,42.756473648938695
crop wake q95,95,68628,204.0,47.968219179738654
crop wake jp2,-1,194568,204.0,49.34677441235593
thumbnail 96px,60,806,,
whole tile q40,40,22426,,40.77219250007058
whole tile q60,60,29166,,43.28747972620966
crop tight q20,20,657,18.000384,34.15140352195873
crop tight q40,40,673,18.000384,37.7650848994674
crop tight q60,60,682,18.000384,39.0694210007976
crop tight q80,80,709,18.000384,42.16483259998722
crop tight q95,95,790,18.000384,46.21860077047083
crop context q20,20,659,18.000384,34.84347681241743
crop context q40,40,675,18.000384,37.936775396677334
crop context q60,60,693,18.000384,40.00304149825225
crop context q80,80,736,18.000384,42.71208166353403
crop context q95,95,869,18.000384,46.34382148480539
crop wake q20,20,685,18.000384,36.057422281678356
crop wake q40,40,731,18.000384,39.34971351487875
crop wake q60,60,772,18.000384,41.025446927154874
crop wake q80,80,850,18.000384,43.761831329626936
crop wake q95,95,1128,18.000384,47.68268026602908
crop wake jp2,-1,1527,18.000384,48.58216641520837
thumbnail 96px,60,913,,
whole tile q40,40,36942,,37.842942662922056
whole tile q60,60,47545,,39.96763807599094
crop tight q20,20,3117,204.0,32.59642891596558
crop tight q40,40,4914,204.0,35.95381249317012
crop tight q60,60,6096,204.0,38.067235849211144
crop tight q80,80,9284,204.0,42.7121232912257
crop tight q95,95,16077,204.0,48.90353597506301
crop tight jp2,-1,38542,204.0,46.44018817018035
crop context q20,20,4267,204.0,33.24352106952106
crop context q40,40,7033,204.0,36.81896738654888
crop context q60,60,9180,204.0,38.780730898067056
crop context q80,80,13204,204.0,41.859791824888084
crop context q95,95,25936,204.0,47.24587289765797
crop context jp2,-1,64425,204.0,47.67522880284554
crop wake q20,20,7184,204.0,33.791522141457605
crop wake q40,40,12787,204.0,37.45428235436983
crop wake q60,60,16820,204.0,39.43016101749975
crop wake q80,80,25007,204.0,42.940542499713416
crop wake q95,95,49255,204.0,48.382206423838
crop wake jp2,-1,136157,204.0,48.73721152294479
thumbnail 96px,60,832,,
whole tile q40,40,12491,,38.858361761661264
whole tile q60,60,17686,,39.6880526800294
crop tight q20,20,1650,141.000192,31.599559925820174
crop tight q40,40,2009,141.000192,33.7288619358145
crop tight q60,60,2646,141.000192,35.253820675720185
crop tight q80,80,4219,141.000192,37.8496372447481
crop tight q95,95,9260,141.000192,43.71117949343342
crop tight jp2,-1,19480,141.000192,45.212374115106755
crop context q20,20,2009,141.000192,33.61943228830937
crop context q40,40,2434,141.000192,35.68065402904661
crop context q60,60,3463,141.000192,36.93638735350258
crop context q80,80,6434,141.000192,39.680011366622196
crop context q95,95,14121,141.000192,46.34634145682916
crop context jp2,-1,36991,141.000192,46.739971541972295
crop wake q20,20,2834,141.000192,35.19514757987157
crop wake q40,40,3322,141.000192,37.14793824273778
